Value of N, Comparisons of O(n), Comparisons of O(M + log n), Comparisons of O(log n)
370200,110890,3642,0
370300,111317,3709,0
370400,111153,3704,0
370500,110951,3698,0
370600,110970,3633,0
370700,110705,3679,0
370800,110976,3711,0
370900,111372,3789,0
371000,111435,3645,0
371100,110895,3697,0
371200,111743,3753,0
371300,111371,3739,0
371400,111752,3725,0
371500,111711,3675,0
371600,111305,3738,0
371700,111664,3711,0
371800,111116,3790,0
371900,111495,3776,0
372000,111835,3728,0
372100,111939,3830,0
372200,111837,3773,0
372300,111534,3757,0
372400,111257,3575,0
372500,111474,3778,0
372600,112327,3786,0
372700,111648,3904,0
372800,112196,3689,0
372900,112352,3779,0
373000,111837,3725,0
373100,111614,3695,0
373200,112023,3737,0
373300,111975,3642,0
373400,111870,3739,0
373500,111825,3698,0
373600,112071,3731,0
373700,112341,3621,0
373800,112123,3707,0
373900,112106,3763,0
374000,112008,3722,0
374100,112398,3761,0
374200,111807,3729,0
374300,112536,3698,0
374400,112166,3707,0
374500,112428,3768,0
374600,112653,3760,0
374700,112789,3831,0
374800,112517,3734,0
374900,113001,3766,0
375000,112330,3781,0
375100,112170,3706,0
375200,112348,3755,0
375300,112502,3749,0
375400,113109,3746,0
375500,112638,3806,0
375600,112897,3812,0
375700,112810,3816,0
375800,112631,3790,0
375900,112331,3779,0
376000,112939,3708,0
376100,113047,3720,0
376200,112863,3808,0
376300,112980,3771,0
376400,113133,3745,0
376500,113288,3864,0
376600,113308,3785,0
376700,113264,3820,0
376800,112442,3756,0
376900,112976,3700,0
377000,112646,3651,0
377100,113081,3886,0
377200,113444,3757,0
377300,113192,3843,0
377400,112998,3804,0
377500,112965,3817,0
377600,113439,3778,0
377700,113262,3836,0
377800,113769,3814,0
377900,113680,3809,0
378000,112988,3811,0
378100,113222,3859,0
378200,113518,3772,0
378300,113474,3747,0
378400,113938,3792,0
378500,113879,3840,0
378600,113867,3792,0
378700,113718,3865,0
378800,114002,3870,0
378900,113467,3842,0
379000,114014,3737,0
379100,113977,3864,0
379200,113646,3822,0
379300,113575,3868,0
379400,113558,3853,0
379500,113771,3721,0
379600,114097,3826,0
379700,113856,3747,0
379800,114201,3794,0
379900,113990,3847,0
380000,114009,3857,0
380100,114224,3786,0
380200,114166,3767,0
380300,114428,3785,0
380400,113829,3851,0
380500,113659,3858,0
380600,113599,3803,0
380700,114202,3849,0
380800,114318,3868,0
380900,114680,3881,0
381000,114198,3758,0
381100,113940,3820,0
381200,114304,3932,0
381300,114302,3714,0
381400,114338,3896,0
381500,114613,3783,0
381600,114323,3855,0
381700,114533,3832,0
381800,114995,3884,0
381900,114294,3832,0
382000,113852,3813,0
382100,114821,3762,0
382200,114934,3943,0
382300,114688,3745,0
382400,114564,3775,0
382500,114135,3824,0
382600,114641,3781,0
382700,114784,3845,0
382800,115025,3869,0
382900,114086,3802,0
383000,114516,3859,0
383100,114577,3914,0
383200,115116,3787,0
383300,114929,3851,0
383400,115064,3706,0
383500,115601,3883,0
383600,115250,3924,0
383700,115153,3740,0
383800,114663,3867,0
383900,114942,3775,0
384000,115054,3830,0
384100,115113,3789,0
384200,115530,3875,0
384300,115755,3838,0
384400,115510,3786,0
384500,115378,3874,0
384600,115137,3795,0
384700,114843,3972,0
384800,115614,3884,0
384900,115483,3955,0
385000,115393,3877,0
385100,115364,3833,0
385200,115493,3933,0
385300,116197,3815,0
385400,115700,3884,0
385500,115582,3870,0
385600,115935,3830,0
385700,115646,3920,0
385800,115453,3852,0
385900,115536,3864,0
386000,115301,3793,0
386100,116144,3961,0
386200,115765,4036,0
386300,116905,3954,0
386400,116034,3890,0
386500,116299,3907,0
386600,115437,3796,0
386700,115694,3838,0
386800,116036,3900,0
386900,116271,3924,0
387000,116361,3858,0
387100,116163,3944,0
387200,116126,3861,0
387300,116354,3903,0
387400,116334,3955,0
387500,116391,3895,0
387600,116511,3996,0
387700,116679,3788,0
387800,116216,3916,0
387900,116884,3897,0
388000,116301,3895,0
388100,116541,3931,0
388200,116358,3873,0
388300,116335,3886,0
388400,116294,4014,0
388500,117012,3904,0
388600,116081,3843,0
388700,117150,3919,0
388800,116896,3909,0
388900,116998,3866,0
389000,117010,4067,0
389100,116679,3938,0
389200,116709,3851,0
389300,116552,3918,0
389400,116694,3924,0
389500,116995,3918,0
389600,117091,3921,0
389700,116605,3886,0
389800,117165,3923,0
389900,117155,4001,0
390000,117056,3935,0
390100,117327,3835,0
390200,117460,3898,0
390300,117328,3878,0
390400,117171,3933,0
390500,117245,3951,0
390600,117205,3925,0
390700,117402,3943,0
390800,117325,3952,0
390900,117021,3780,0
391000,117143,3968,0
391100,117906,3974,0
391200,117043,3984,0
391300,117369,3882,0
391400,117314,3959,0
391500,116874,3846,0
391600,117010,3922,0
391700,117177,3884,0
391800,116970,3856,0
391900,117412,4064,0
392000,118030,3916,0
392100,117786,4020,0
392200,117413,3872,0
392300,117788,3907,0
392400,117951,3898,0
392500,118110,3847,0
392600,117392,3893,0
392700,117426,3905,0
392800,117897,3844,0
392900,118269,3937,0
393000,117756,3884,0
393100,117600,3897,0
393200,118218,4031,0
393300,117678,3928,0
393400,118246,3971,0
393500,117781,3930,0
393600,117909,4012,0
393700,118427,3877,0
393800,117971,4011,0
393900,118313,4015,0
394000,118231,3925,0
394100,118656,3930,0
394200,118600,4024,0
394300,118067,3972,0
394400,118447,3983,0
394500,118067,3900,0
394600,118553,3914,0
394700,118223,3919,0
394800,118721,4011,0
394900,118257,3865,0
395000,118577,4078,0
395100,118676,3968,0
395200,118058,3885,0
395300,118656,4051,0
395400,118780,3899,0
395500,118775,3970,0
395600,118753,3988,0
395700,118761,3858,0
395800,118469,3903,0
395900,118994,3825,0
396000,118500,3892,0
396100,119391,3884,0
396200,118854,3928,0
396300,118475,4080,0
396400,119122,3893,0
396500,118545,3963,0
396600,119187,4126,0
396700,119220,3945,0
396800,119272,3953,0
396900,118721,3950,0
397000,119133,3916,0
397100,119463,4060,0
397200,118964,4025,0
397300,118516,3967,0
397400,119405,3954,0
397500,119243,4074,0
397600,119278,3990,0
397700,119178,4039,0
397800,119138,3912,0
397900,119661,4104,0
398000,118891,3938,0
398100,119469,3963,0
398200,119668,4035,0
398300,119464,3973,0
398400,119328,4015,0
398500,119730,3886,0
398600,119532,4094,0
398700,119582,3909,0
398800,119563,4001,0
398900,120212,4029,0
399000,119044,3930,0
399100,119435,3925,0
399200,119031,3920,0
399300,119439,3978,0
399400,119373,3973,0
399500,120378,4135,0
399600,120233,3963,0
399700,119931,3994,0
399800,120285,4027,0
399900,119765,4007,0
400000,119828,3930,0
400100,120142,4080,0
400200,120091,4054,0
400300,120440,4090,0
400400,120698,4003,0
400500,119932,3966,0
400600,120044,4097,0
400700,120322,3992,0
400800,120276,4086,0
400900,120836,4068,0
401000,120843,4114,0
401100,120344,4081,0
401200,119975,4020,0
401300,120677,4014,0
401400,120335,4140,0
401500,120077,4012,0
401600,120115,4009,0
401700,120413,4013,0
401800,120275,4103,0
401900,120371,4088,0
402000,120581,4026,0
402100,121409,4076,0
402200,121152,4157,0
402300,120698,4034,0
402400,120867,3999,0
402500,120113,4066,0
402600,120818,3988,0
402700,120922,4084,0
402800,121074,4039,0
402900,120623,3978,0
403000,121108,4046,0
403100,120876,4034,0
403200,120997,4047,0
403300,121098,4072,0
403400,120745,4052,0
403500,121070,3983,0
403600,121205,4166,0
403700,121005,3834,0
403800,120646,3939,0
403900,121170,4031,0
404000,121059,4071,0
404100,121397,4102,0
404200,121553,3973,0
404300,121669,4115,0
404400,121165,3951,0
404500,121620,4015,0
404600,121567,4138,0
404700,121068,4080,0
404800,121416,4124,0
404900,121385,4068,0
405000,121715,4035,0
405100,121285,4037,0
405200,121468,4078,0
405300,121347,3956,0
405400,121622,4148,0
405500,121286,4084,0
405600,121756,4079,0
405700,121457,4032,0
405800,122397,4098,0
405900,121452,4102,0
406000,122088,4159,0
406100,121443,4017,0
406200,121631,4068,0
406300,122106,4121,0
406400,122077,4135,0
406500,122161,4063,0
406600,121925,4147,0
406700,122226,4068,0
406800,122203,4107,0
406900,122521,4026,0
407000,121958,4039,0
407100,122421,3978,0
407200,122132,4069,0
407300,122219,3981,0
407400,121955,4111,0
407500,122381,4004,0
407600,121871,3917,0
407700,121667,4048,0
407800,122303,3977,0
407900,122306,4048,0
408000,122512,4146,0
408100,122799,4043,0
408200,122374,4049,0
408300,122327,4109,0
408400,122766,4022,0
408500,122575,4192,0
408600,122168,4126,0
408700,122085,4153,0
408800,122374,4068,0
408900,122652,4075,0
409000,122299,3925,0
409100,122759,4083,0
409200,122767,3996,0
409300,122686,4245,0
409400,122949,4147,0
409500,123065,4073,0
409600,122822,4232,0
409700,123161,4014,0
409800,122623,4142,0
409900,123041,4189,0
410000,122943,4118,0
410100,123031,4091,0
410200,123891,4080,0
410300,123324,4028,0
410400,123526,4094,0
410500,122908,4071,0
410600,122657,3995,0
410700,123391,4184,0
410800,123431,4125,0
410900,123314,4187,0
411000,122953,4163,0
411100,123020,4118,0
411200,123556,4208,0
411300,123346,4012,0
411400,123143,4199,0
411500,123542,4102,0
411600,123476,4083,0
411700,123310,4039,0
411800,123922,4086,0
411900,123788,4122,0
412000,123650,4249,0
412100,123672,4208,0
412200,123825,4109,0
412300,123390,4131,0
412400,123544,4167,0
412500,124041,3983,0
412600,123395,4118,0
412700,123594,4014,0
412800,123192,4050,0
412900,123809,4080,0
413000,124178,4176,0
413100,123881,4113,0
413200,123877,4005,0
413300,123902,4146,0
413400,123924,4102,0
413500,124136,4075,0
413600,123784,4174,0
413700,123706,4030,0
413800,124536,4128,0
413900,124344,4163,0
414000,123963,4152,0
414100,124221,4138,0
414200,124111,4235,0
414300,124364,4139,0
414400,124511,4169,0
414500,124136,3981,0
414600,124451,4228,0
414700,123993,4158,0
414800,124202,4103,0
414900,124560,4143,0
415000,124659,4180,0
415100,123893,4132,0
415200,123966,4186,0
415300,124636,4253,0
415400,124532,4175,0
415500,124876,4268,0
415600,124534,4043,0
415700,124572,4179,0
415800,124959,4143,0
415900,124436,4073,0
416000,124506,4170,0
416100,125060,4266,0
416200,124516,4177,0
416300,124846,4207,0
416400,124881,4193,0
416500,124930,4257,0
416600,125175,4038,0
416700,124841,4184,0
416800,124883,4238,0
416900,124723,4133,0
417000,124800,4175,0
417100,125455,4118,0
417200,124829,4127,0
417300,124844,4036,0
417400,125393,4230,0
417500,125333,4195,0
417600,125686,4316,0
417700,125402,4277,0
417800,125575,4163,0
417900,125116,4191,0
418000,125107,4075,0
418100,125473,4226,0
418200,125522,4092,0
418300,125298,4145,0
418400,125394,4191,0
418500,125925,4227,0
418600,125629,4381,0
418700,125816,4293,0
418800,125920,4120,0
418900,125308,4067,0
419000,125585,4267,0
419100,125734,4250,0
419200,125917,4164,0
419300,125900,4242,0
419400,125757,4119,0
419500,125831,4074,0
419600,126117,4194,0
419700,125774,4148,0
419800,125592,4256,0
419900,126127,4167,0
420000,126007,4223,0
420100,125619,4153,0
420200,126502,4340,0
420300,126202,4308,0
420400,126281,4155,0
420500,125881,4174,0
420600,126044,4193,0
420700,125865,4132,0
420800,126215,4206,0
420900,126663,4229,0
421000,126690,4209,0
421100,126343,4219,0
421200,125992,4190,0
421300,126887,4290,0
421400,126868,4238,0
421500,126942,4218,0
421600,126426,4183,0
421700,126426,4184,0
421800,126722,4334,0
421900,126028,4199,0
422000,126605,4196,0
422100,126530,4192,0
422200,126716,4353,0
422300,126602,4187,0
422400,126601,4393,0
422500,126934,4260,0
422600,126797,4316,0
422700,127177,4282,0
422800,127201,4247,0
422900,127330,4265,0
423000,127160,4249,0
423100,126988,4285,0
423200,126677,4222,0
423300,126912,4199,0
423400,126746,4260,0
423500,127312,4227,0
423600,127072,4292,0
423700,126724,4242,0
423800,127601,4346,0
423900,126783,4268,0
424000,127246,4245,0
424100,127280,4271,0
424200,127559,4222,0
424300,126931,4258,0
424400,127550,4289,0
424500,127646,4275,0
424600,127397,4201,0
424700,127278,4330,0
424800,126955,4199,0
424900,127654,4347,0
425000,127508,4262,0
425100,127772,4248,0
425200,127704,4267,0
425300,127685,4287,0
425400,127352,4345,0
425500,127047,4286,0
425600,127422,4237,0
425700,127195,4115,0
425800,127741,4232,0
425900,127810,4329,0
426000,127608,4203,0
426100,127479,4234,0
426200,127700,4183,0
426300,127913,4308,0
426400,128069,4279,0
426500,127833,4314,0
426600,128184,4293,0
426700,127554,4163,0
426800,128168,4353,0
426900,127934,4248,0
427000,128426,4302,0
427100,127841,4265,0
427200,127867,4195,0
427300,128138,4403,0
427400,127936,4190,0
427500,128303,4283,0
427600,128088,4285,0
427700,127670,4249,0
427800,128382,4267,0
427900,128329,4365,0
428000,127916,4222,0
428100,128054,4159,0
428200,128551,4330,0
428300,128771,4240,0
428400,128330,4224,0
428500,129016,4398,0
428600,128764,4313,0
428700,129101,4181,0
428800,128505,4213,0
428900,128893,4344,0
429000,128657,4340,0
429100,128484,4242,0
429200,128665,4306,0
429300,128972,4407,0
429400,128573,4263,0
429500,129065,4336,0
429600,129087,4312,0
429700,128924,4297,0
429800,129094,4160,0
429900,128665,4386,0
430000,128753,4258,0
430100,129031,4328,0
430200,129035,4353,0
430300,128583,4302,0
430400,128567,4246,0
430500,128892,4298,0
430600,129335,4249,0
430700,129181,4251,0
430800,129503,4259,0
430900,128736,4292,0
431000,128986,4296,0
431100,129363,4314,0
431200,129409,4295,0
431300,129122,4283,0
431400,129754,4291,0
431500,129293,4449,0
431600,129856,4355,0
431700,129832,4411,0
431800,129739,4314,0
431900,129294,4324,0
432000,129598,4284,0
432100,129632,4377,0
432200,129437,4334,0
432300,130101,4371,0
432400,129936,4264,0
432500,129835,4344,0
432600,129363,4401,0
432700,129153,4266,0
432800,130086,4269,0
432900,129714,4381,0
433000,129231,4280,0
433100,129876,4235,0
433200,129704,4364,0
433300,129910,4391,0
433400,129955,4272,0
433500,130608,4360,0
433600,129895,4423,0
433700,130162,4350,0
433800,130443,4319,0
433900,130452,4493,0
434000,130759,4354,0
434100,130220,4380,0
434200,130562,4496,0
434300,130426,4274,0
434400,129884,4319,0
434500,130478,4326,0
434600,130491,4420,0
434700,130567,4338,0
434800,130313,4296,0
434900,130497,4385,0
435000,130621,4386,0
435100,130533,4421,0
435200,130535,4435,0
435300,130188,4208,0
435400,130781,4330,0
435500,130633,4463,0
435600,130861,4382,0
435700,130780,4283,0
435800,130241,4322,0
435900,130803,4362,0
436000,130687,4463,0
436100,131003,4470,0
436200,131039,4375,0
436300,130978,4286,0
436400,130937,4372,0
436500,131172,4427,0
436600,130862,4391,0
436700,131244,4386,0
436800,131622,4447,0
436900,131377,4453,0
437000,130960,4394,0
437100,131063,4422,0
437200,130606,4259,0
437300,130799,4347,0
437400,131105,4378,0
437500,131497,4339,0
437600,131320,4463,0
437700,131453,4525,0
437800,131611,4445,0
437900,131304,4307,0
438000,131256,4518,0
438100,131154,4385,0
438200,131236,4349,0
438300,131674,4474,0
438400,131899,4451,0
438500,131485,4285,0
438600,131463,4451,0
438700,131630,4403,0
438800,132212,4546,0
438900,131641,4295,0
439000,131525,4344,0
439100,132011,4423,0
439200,131573,4416,0
439300,131219,4528,0
439400,132440,4360,0
439500,131922,4281,0
439600,131605,4391,0
439700,131702,4361,0
439800,132089,4425,0
439900,131765,4338,0
440000,132523,4325,0
440100,131709,4402,0
440200,132237,4341,0
440300,132218,4565,0
440400,131743,4315,0
440500,131613,4338,0
440600,132511,4546,0
440700,131861,4460,0
440800,132430,4413,0
440900,132338,4426,0
441000,132126,4311,0
441100,132180,4360,0
441200,132323,4372,0
441300,132227,4368,0
441400,131922,4344,0
441500,132482,4455,0
441600,132579,4391,0
441700,132718,4450,0
441800,133017,4483,0
441900,132221,4443,0
442000,132618,4457,0
442100,132578,4432,0
442200,132354,4397,0
442300,132109,4480,0
442400,132507,4437,0
442500,132733,4291,0
442600,132809,4506,0
442700,132793,4341,0
442800,132619,4433,0
442900,132853,4495,0
443000,133173,4451,0
443100,132760,4451,0
443200,133064,4458,0
443300,132706,4548,0
443400,132908,4441,0
443500,133002,4477,0
443600,133256,4507,0
443700,133440,4471,0
443800,133052,4496,0
443900,132928,4523,0
444000,133022,4469,0
444100,133585,4556,0
444200,133008,4446,0
444300,133274,4482,0
444400,133034,4479,0
444500,133595,4485,0
444600,133431,4637,0
444700,133143,4371,0
444800,133667,4453,0
444900,133734,4422,0
445000,133717,4450,0
445100,133188,4374,0
445200,133708,4406,0
445300,133812,4484,0
445400,133602,4501,0
445500,134235,4398,0
445600,133651,4317,0
445700,134030,4373,0
445800,133539,4463,0
445900,133881,4589,0
446000,134036,4426,0
446100,133661,4383,0
446200,133549,4553,0
446300,133402,4411,0
446400,134372,4528,0
446500,133746,4490,0
446600,134495,4495,0
446700,133550,4452,0
446800,133785,4369,0
446900,133844,4503,0
447000,133613,4498,0
447100,134523,4428,0
447200,134330,4466,0
447300,134191,4448,0
447400,134309,4493,0
447500,133857,4480,0
447600,134697,4382,0
447700,133913,4410,0
447800,134452,4517,0
447900,134063,4495,0
448000,134657,4531,0
448100,135389,4616,0
448200,134549,4530,0
448300,134898,4564,0
448400,134653,4445,0
448500,134754,4515,0
448600,134844,4522,0
448700,134522,4445,0
448800,134473,4401,0
448900,134163,4487,0
449000,134588,4493,0
449100,134184,4476,0
449200,134429,4480,0
449300,135244,4539,0
449400,134213,4487,0
449500,135059,4485,0
449600,134846,4516,0
449700,135235,4441,0
449800,135408,4491,0
449900,134837,4556,0
450000,135451,4488,0
450100,134927,4545,0
450200,135399,4431,0
450300,135136,4481,0
450400,134975,4489,0
450500,134974,4512,0
450600,134661,4508,0
450700,135275,4545,0
450800,134767,4509,0
450900,135051,4560,0
451000,135187,4526,0
451100,135561,4597,0
451200,135700,4528,0
451300,134809,4561,0
451400,135890,4574,0
451500,135703,4519,0
451600,135017,4531,0
451700,135371,4538,0
451800,135229,4636,0
451900,135523,4599,0
452000,135696,4559,0
452100,135597,4509,0
452200,135826,4529,0
452300,135592,4527,0
452400,135776,4549,0
452500,135337,4526,0
452600,135608,4569,0
452700,136032,4621,0
452800,136053,4453,0
452900,135896,4549,0
453000,135875,4628,0
453100,135781,4418,0
453200,135670,4498,0
453300,135610,4641,0
453400,135362,4506,0
453500,135796,4573,0
453600,136415,4520,0
453700,136225,4399,0
453800,136283,4550,0
453900,135889,4436,0
454000,136342,4524,0
454100,136128,4537,0
454200,135706,4541,0
454300,136283,4510,0
454400,136582,4411,0
454500,136552,4535,0
454600,136450,4619,0
454700,136103,4649,0
454800,136427,4636,0
454900,136010,4584,0
455000,136288,4567,0
455100,136480,4586,0
455200,136829,4556,0
455300,136521,4586,0
455400,135758,4468,0
455500,136602,4492,0
455600,136774,4554,0
455700,136157,4532,0
455800,136876,4544,0
455900,136306,4491,0
456000,136453,4465,0
456100,136515,4519,0
456200,137037,4584,0
456300,136856,4631,0
456400,136365,4557,0
456500,137699,4685,0
456600,136891,4488,0
456700,136463,4546,0
456800,137076,4641,0
456900,137093,4596,0
457000,136949,4549,0
457100,137041,4513,0
457200,137017,4689,0
457300,137499,4626,0
457400,137528,4613,0
457500,138023,4620,0
457600,137594,4613,0
457700,136849,4535,0
457800,137157,4606,0
457900,137276,4548,0
458000,137652,4542,0
458100,137769,4585,0
458200,138045,4690,0
458300,137041,4595,0
458400,137287,4580,0
458500,137033,4432,0
458600,137914,4619,0
458700,137546,4604,0
458800,137535,4634,0
458900,137657,4622,0
459000,137816,4653,0
459100,137613,4786,0
459200,138131,4600,0
459300,137916,4602,0
459400,138151,4613,0
459500,138085,4644,0
459600,137807,4567,0
459700,138016,4641,0
459800,138014,4589,0
459900,137521,4705,0
460000,138417,4613,0
460100,138721,4674,0
460200,138115,4687,0
460300,138120,4557,0
460400,137943,4596,0
460500,138251,4567,0
460600,137997,4614,0
460700,138429,4676,0
460800,138431,4659,0
460900,138120,4596,0
461000,138448,4633,0
461100,138948,4580,0
461200,138311,4614,0
461300,138536,4642,0
461400,138171,4585,0
461500,138582,4687,0
461600,138056,4584,0
461700,138919,4703,0
461800,138704,4555,0
